"Date","Flow","Flow2","bg_fry","bg_juv","bg_spawn","bg_adult","cc_fry","cc_adult","cc_spawn","gd_spawn","gd_juv","gd_adult","gs_fry","gs_juv","gs_adult","gs_spawn","smb_fry","smb_juv","smb_spawn","smb_inc","smb_adult","ws_fry","ws_spawn","month"
"X2454.34752226409.4",1966-06-19,2454.34752226409,1812.34252226409,447.366011867031,240.158892822666,13.0736839139205,33.7731865891945,-30.171498218826,-5.5415596282631,1.48268436443082,-17.6467156842193,36.4670042210459,-9.21746382384264,32.4951724642835,-7.15360197563635,-7.07683978165975,0,5.25474453639038,0,0,-20.2477135929648,-14.2773012542924,42.8290457638207,23.7262592751771,"Jun"
"X2343.41656080583.3",1966-06-20,2343.41656080583,1701.41156080583,316.251716062304,192.329925943141,11.7767178407792,30.9663955871867,-30.2190889527186,-6.0619836450774,1.52436786249932,-18.606088316511,34.0452337834824,-9.68877769051673,31.3161130736933,-7.82563642769842,-7.63542099885471,0,4.67567696015203,0,0,-22.7188866847348,-14.4327414452031,39.7929715697008,19.8026010070807,"Jun"
"X2195.50861219481.2",1966-06-21,2195.50861219481,1553.50361219481,258.511179115726,159.242531114956,9.41153646803789,27.3998484740648,-28.9519805694506,-6.77516233615833,1.51033409628588,-20.5937708231792,30.963063379908,-10.3630574872897,29.3033913471722,-9.2137126193596,-8.68240504986663,0,3.60710858351538,0,0,-26.0770481815938,-14.5403555207426,36.3293403858602,13.3694364787063,"Jun"
"X2129.25817687946.2",1966-06-22,2129.25817687946,1487.25317687946,247.076806837439,151.616451924507,8.26469705268834,25.7819153291506,-28.3453345399248,-7.1205332185459,1.43237178876999,-21.5824941120778,29.6303421757456,-10.8405266032614,28.4410921615385,-9.74815519710078,-9.12648381965445,0,3.08767762921601,0,0,-27.7724524226287,-14.5982282181024,34.9922889996544,10.5465772433376,"Jun"
"X1969.02456588419.1",1966-06-23,1969.02456588419,1327.01956588419,242.388324068571,150.922961153531,4.44870595053818,20.757482720726,-27.2739779014237,-8.05904000258299,0.495291217508899,-24.5687765047409,25.8673825282118,-13.6798621846595,25.8906391854005,-9.94037423345783,-9.7776477746599,0,1.45042621929965,0,0,-32.7865940376475,-14.8604645223775,32.445541439407,3.08965026108447,"Jun"
"X1816.49449387907.5",1966-06-24,1816.49449387907,1174.48949387907,217.091491241528,135.915605654189,0.809640754916201,16.4030796372872,-27.7618019002558,-8.50606170466974,-0.938399385877094,-27.5236763863416,21.9908120497776,-16.9123215948273,21.9072810074947,-9.94726059406339,-10.107930549481,0,-0.069649375958455,0,-1.90605678472495,-36.6090638524404,-15.6648343572815,28.9231222919925,-2.34090371803894,"Jun"
"X1770.27325993813.2",1966-06-25,1770.27325993813,1128.26825993813,215.270559365001,132.994642149192,-0.497823559256578,14.9079531416449,-28.1315396788659,-8.65379767653797,-1.51063641684312,-28.4420856946193,20.6529919756068,-18.1509880271312,20.5251366446296,-9.99823531695924,-10.2174091905694,0,-0.636981127666637,0,-3.07278577486581,-37.9403495197355,-16.038169959014,27.4899185322118,-4.12200073953956,"Jun"
"X1714.807779209.3",1966-06-26,1714.807779209,1072.802779209,206.940328371746,129.193490425346,-1.76440170528296,13.2904707624226,-29.1359608348773,-8.8309999834408,-2.16699509993385,-29.3701548022495,19.2218559386252,-19.6566188043198,19.1884890902251,-9.87068245219828,-10.2368358790281,0,-1.1867330266075,0,-4.47286056303484,-39.6884471351215,-16.5425340796776,25.8531528274667,-5.61459776904638,"Jun"
"X1691.69716223853.4",1966-06-27,1691.69716223853,1049.69216223853,202.526260748271,127.597454208056,-2.221488250215,12.6606962808179,-29.6979018066603,-8.90500196273413,-2.43319858606244,-29.7177225047814,18.6691725555713,-20.291108577229,18.7077539238074,-9.77091880797107,-10.2175643257324,0,-1.38472570635369,0,-5.05622505810526,-40.4629200416582,-16.7675232023789,25.1959583684728,-6.08809071916961,"Jun"
"X1637.77238930742.6",1966-06-28,1637.77238930742,995.767389307425,193.95449634896,124.419035908516,-3.31036520716767,11.1805030639331,-31.0562554457754,-9.07205989152601,-3.08156403455322,-30.5520432347247,17.3328728613992,-21.7950531743278,17.6019585167536,-9.56112932902836,-10.1922590377628,-0.118100749149409,-1.86043376072656,0,-6.41838571415845,-42.3487072353477,-17.2950257093876,23.643030027163,-7.18633773089202,"Jun"
"X1591.55115536648.1",1966-06-29,1591.55115536648,949.546155366481,190.459250547068,123.827030298257,-4.51567034439921,9.49602299732434,-32.3183899358416,-9.14323860656754,-3.91944609912378,-31.2494195899226,15.4116507141639,-23.1280899725778,16.5527458296178,-9.64890993503904,-10.3760496741263,-1.40779232522835,-2.41252644089493,0,-7.59578199368282,-44.0458617380815,-17.68365379904,21.6768991986321,-8.07394973852636,"Jun"
"X1494.4865640905.2",1966-06-30,1494.4865640905,852.4815640905,183.367542277759,121.949803203886,-6.97364816373497,6.17429698263274,-34.9305969979911,-9.72861224361456,-5.67001946702383,-32.699214765259,11.5024102595239,-26.1567602048846,14.0611846552989,-9.94804472105825,-10.9346854250789,-4.06201085025262,-4.11371538262275,0,-10.0813340464226,-47.6623256592689,-18.3879281157802,17.6008020777235,-10.0456343581729,"Jun"
"X3186.18372632903.2",1967-06-18,3186.18372632903,2544.17872632903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3098.36338184123.4",1967-06-19,3098.36338184123,2456.35838184123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3055.22356349635.5",1967-06-20,3055.22356349635,2413.21856349635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2770.19262086054.2",1969-06-01,2770.19262086054,2128.18762086054,321.392979142824,233.909028812808,21.7802796238196,42.0707773608407,-29.3386963177839,-3.87318021302306,1.88512757634736,-15.8202226358709,42.2907715394119,-6.86994728207014,38.7421849195012,-6.48953238004688,-6.41272157082802,0,9.30787416902482,10.5341153535376,0,-11.6030110452164,-13.5958723035922,54.6978416502787,37.0299190646248,"Jun"
"X2759.40766627432.2",1969-06-02,2759.40766627432,2117.40266627432,328.809312932153,234.42205935525,21.4398831500043,41.7841241577396,-29.3974751862014,-3.90719310879131,1.86308091495734,-15.8765014514871,42.0731803521566,-6.93906336829743,38.4133940293018,-6.49332062727146,-6.41686054457716,0,9.16274552897105,10.0712901897046,0,-11.8074923467423,-13.62520594513,54.1919084673268,36.5811706587441,"Jun"
"X3079.87488826486.4",1969-06-05,3079.87488826486,2437.86988826486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2757.86695847628.5",1969-06-06,2757.86695847628,2115.86195847628,329.864206695637,234.494081313522,21.3915318367475,41.743499950427,-29.4059255698109,-3.91205467286627,1.85993297349278,-15.8845649455081,42.0423330060653,-6.94894596499512,38.3667904195108,-6.49386249282263,-6.4174525667029,0,9.14206681915306,10.0054885163837,0,-11.8367313986178,-13.6294074862544,54.1203862497271,36.5175925443692,"Jun"
"X2543.70857454991.3",1969-06-07,2543.70857454991,1901.70357454991,525.726290728068,263.230696932735,14.7678432134393,36.0981853258605,-29.9448360623549,-5.00611284273258,1.50254048360146,-17.1212005666297,38.178237698501,-8.61920024748306,33.5043542942831,-6.84882339207264,-6.77524044592701,0,6.08424679166174,1.56582231619391,0,-17.6270003780325,-14.1158400592063,45.6457106469639,27.0433164126978,"Jun"
"X2395.8006259389.3",1969-06-08,2395.8006259389,1753.7956259389,355.253910712812,210.541306548746,12.6158737215672,32.3488015652483,-30.5671519864427,-5.81341729958492,1.52618063525581,-17.9676202577946,35.2438868131272,-9.4575186744829,32.0652070115706,-7.36514028596693,-7.28484903804397,0,5.0463745184511,0,0,-21.5859739757731,-14.3914756463521,41.1771892570677,22.1831438435263,"Jun"
"X2673.12802958456.2",1969-06-09,2673.12802958456,2031.12302958456,386.177461839609,238.026516031791,18.8341644376075,39.6273036170485,-29.8923333728044,-4.18043776387774,1.68740270582807,-16.3373829770896,40.4318056755029,-7.49592807903838,35.9364713807979,-6.52393240833095,-6.4503015793305,0,8.02509149942969,6.50369725440662,0,-13.4555212818504,-13.8648247921351,50.4546859366736,33.2118694317219,"Jun"
"X2586.84839289479.2",1969-06-10,2586.84839289479,1944.84339289479,474.163379948789,253.319044702644,16.1282708603829,37.2901466995497,-30.0070671111298,-4.68645960860817,1.55587297574638,-16.8485767886822,38.9019869274861,-8.21349883695295,34.1846440939745,-6.71034590615487,-6.63720856238438,0,6.75268949510074,3.16010721322344,0,-16.0528260588554,-14.0437143757583,47.154016876071,29.1827417465052,"Jun"
"X2295.65461906685.3",1969-06-11,2295.65461906685,1653.64961906685,292.031064765135,179.360050636252,10.9968132988775,29.7567856879277,-29.8319010607684,-6.29055393254082,1.51982670320758,-19.2295874765156,32.9978208380564,-9.90349820077545,30.6370052926504,-8.26916509878132,-7.96999862267695,0,4.32752155864589,0,0,-23.7732143493666,-14.4666753077803,38.6067596334094,17.6434153669388,"Jun"
"X2166.23516403221.3",1969-06-12,2166.23516403221,1524.23016403221,251.443973938889,154.635515507956,8.96047236303892,26.752935848133,-28.6755831157553,-6.91820331166628,1.50756676989426,-21.007835587063,30.4059937068993,-10.4998383922768,28.9349336429049,-9.49360732196928,-8.89347961939368,0,3.39894072714809,0,0,-26.7755132239109,-14.5625672701058,35.7119603469216,12.1806215146748,"Jun"
"X2061.46703376607",1969-06-13,2061.46703376607,1419.46203376607,250.920561117086,153.811287298891,6.55638091875348,23.4808542835581,-27.818967263539,-7.56708075387641,1.04527758437636,-22.8165166365127,27.9590956790525,-12.0596080362327,27.4342823977982,-9.8637754666361,-9.43387743440795,0,2.34957705306035,0,0,-30.0041912287856,-14.6906444418629,33.8529175395296,7.08891656735439,"Jun"
"X2009.082968633.2",1969-06-14,2009.082968633,1367.077968633,253.316403505931,155.23725384492,5.26789974206613,21.7965576309989,-27.3812430690454,-7.91531342487713,0.746901225439538,-23.8057219211764,26.7382653843964,-13.0179280979906,26.693420509954,-9.95427844027739,-9.67445957445525,0,1.78521540416581,0,0,-31.7910661566169,-14.7642156634659,33.0270354217765,4.53056397743638,"Jun"
"X2144.66525485977.1",1969-06-15,2144.66525485977,1502.66025485977,246.781441635224,151.519619747102,8.6315667468042,26.2875747983562,-28.4658772426002,-7.02400778564188,1.50552983298335,-21.3175655162513,30.0056372690827,-10.6013481231987,28.6692319636585,-9.70096209083236,-9.04984128184789,0,3.24624345938797,0,0,-27.2977354529529,-14.579136230059,35.2698675084727,11.3211847226709,"Jun"
"X2927.34481625974.1",1969-06-16,2927.34481625974,2285.33981625974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2556.03423693417.3",1969-06-17,2556.03423693417,1914.02923693417,511.142795600042,260.494250216176,15.1514779085532,36.4327454382144,-29.9629319182294,-4.91466109919192,1.51775936459716,-17.0427058944355,38.3815177028491,-8.50302134115266,33.6953606718162,-6.8091300941154,-6.73567676275306,0,6.27403870211141,2.01628165274989,0,-17.1761636733168,-14.0950911322287,46.0670563959448,27.6434754375109,"Jun"
"X2865.71650433849.5",1969-06-18,2865.71650433849,2223.71150433849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2985.89171258494.3",1969-06-23,2985.89171258494,2343.88671258494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2825.65810158967.4",1969-06-24,2825.65810158967,2183.65310158967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2594.55193188495.4",1969-06-25,2594.55193188495,1952.54693188495,464.800342098934,251.446340043034,16.3765076573467,37.5093240797302,-30.0178614435657,-4.62950453169018,1.56541623239811,-16.8005090096789,39.0349211598127,-8.14132385676204,34.3096682440828,-6.68574956092556,-6.61268943460358,0,6.87329288499346,3.45008261423351,0,-15.7728263469238,-14.0309795595715,47.4335396303318,29.5765005087483,"Jun"
"X2291.03249567276.4",1969-06-26,2291.03249567276,1649.02749567276,290.048751171116,178.243962117991,10.9221725549774,29.6427984927153,-29.7933756671042,-6.31276043349708,1.51938771408454,-19.2908299428397,32.8992285816263,-9.92442824147376,30.5728246637224,-8.31232297478056,-8.0025530679114,0,4.29398720617866,0,0,-23.876728315438,-14.469999634936,38.4955919288438,17.4387584253554,"Jun"
"X1962.86173469206.4",1969-06-27,1962.86173469206,1320.85673469206,240.352876387669,150.082294725754,4.33029836224937,20.6094028099228,-27.2682155003567,-8.07563992914062,0.455553278122033,-24.6872138664413,25.7372155262305,-13.778847304787,25.758130517236,-9.9344345003387,-9.78988584322643,0,1.40328249739432,0,0,-32.9244177921666,-14.8771842038377,32.3590720646023,2.89085777782645,"Jun"
"X1747.16264296766.2",1969-06-28,1747.16264296766,1105.15764296766,213.90020851071,131.605432107964,-1.12214166628658,14.1878512112061,-28.3667958763066,-8.72811356469627,-1.79389963544087,-28.8951998935456,20.0117031830239,-18.777460777792,19.8746905570733,-10.0087818553226,-10.2635508717851,0,-0.909234485830683,0,-3.65615026993623,-38.6367509331582,-16.2317007652067,26.796134335813,-4.95111176882262,"Jun"
"X1647.01663609561.5",1969-06-29,1647.01663609561,1005.01163609561,195.064769160054,124.773782530988,-3.10126715731539,11.4687997295552,-30.8151900169135,-9.04929682280252,-2.9471670388638,-30.410219704189,17.6268265975416,-21.5334859737733,17.7998062757242,-9.57533816822368,-10.1798503208153,0,-1.76699141628768,0,-6.18406308190809,-42.0183517000956,-17.2096799391534,23.9623858041741,-7.00250632464265,"Jun"
"X1545.32992142554.1",1969-06-30,1545.32992142554,903.324921425538,187.467946388505,123.29582558926,-5.71372964590573,7.85848205072436,-33.6316037433348,-9.21525875775916,-4.7557958269303,-31.9772502024995,13.5523315906993,-24.4848431220218,15.5354823157792,-9.73840488427028,-10.5629627112759,-2.69748390130727,-2.96359820831419,0,-8.77317827320722,-45.8383977609915,-18.0812487157249,19.785582293682,-8.96023629518128,"Jun"
"X3104.52621303336.4",1977-06-01,3104.52621303336,2462.52121303336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3113.77045982155",1977-06-02,3113.77045982155,2471.76545982155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3042.8979011121.5",1977-06-03,3042.8979011121,2400.8929011121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3109.14833642745.3",1977-06-04,3109.14833642745,2467.14333642745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2899.61207589518.8",1977-06-05,2899.61207589518,2257.60707589518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2993.5952515751.1",1977-06-06,2993.5952515751,2351.5902515751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3001.29879056525.2",1977-06-07,3001.29879056525,2359.29379056525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2817.95456259951.6",1977-06-08,2817.95456259951,2175.94956259951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2978.18817359478.6",1977-06-09,2978.18817359478,2336.18317359478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3203.13151210737.4",1977-06-10,3203.13151210737,2561.12651210737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3089.11913505304.2",1977-06-13,3089.11913505304,2447.11413505304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2924.26340066368.4",1977-06-14,2924.26340066368,2282.25840066368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2985.89171258494.4",1977-06-15,2985.89171258494,2343.88671258494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3161.53240156052.8",1977-06-16,3161.53240156052,2519.52740156052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3186.18372632903.3",1977-06-17,3186.18372632903,2544.17872632903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2839.52447177195.5",1977-06-23,2839.52447177195,2197.51947177195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2673.12802958456.3",1977-06-24,2673.12802958456,2031.12302958456,386.177461839609,238.026516031791,18.8341644376075,39.6273036170485,-29.8923333728044,-4.18043776387774,1.68740270582807,-16.3373829770896,40.4318056755029,-7.49592807903838,35.9364713807979,-6.52393240833095,-6.4503015793305,0,8.02509149942969,6.50369725440662,0,-13.4555212818504,-13.8648247921351,50.4546859366736,33.2118694317219,"Jun"
"X2625.36608784558.4",1977-06-25,2625.36608784558,1983.36108784558,426.864464545004,243.614007898126,17.3860964156478,38.4061388813673,-30.0601176907483,-4.40206426236385,1.6036488413923,-16.6100641178933,39.578372617216,-7.85344232219165,34.8210159135241,-6.58776009829907,-6.51500181709442,0,7.35952279181868,4.62647158370395,0,-14.6561484461275,-13.9804711261982,48.5844036574843,31.1888287560179,"Jun"
"X2594.55193188495.8",1977-06-26,2594.55193188495,1952.54693188495,464.800342098934,251.446340043034,16.3765076573467,37.5093240797302,-30.0178614435657,-4.62950453169018,1.56541623239811,-16.8005090096789,39.0349211598127,-8.14132385676204,34.3096682440828,-6.68574956092556,-6.61268943460358,0,6.87329288499346,3.45008261423351,0,-15.7728263469238,-14.0309795595715,47.4335396303318,29.5765005087483,"Jun"
"X2502.10946400307.1",1977-06-27,2502.10946400307,1860.10446400307,574.090918555599,271.951777201317,13.5019097389416,35.002818369166,-29.8818049173881,-5.31548716889554,1.45128844195181,-17.3897532644895,37.5119345814431,-9.01287441281189,32.8786485407455,-6.98355285253937,-6.90951865233731,0,5.45061820918678,0.0744601009312312,0,-19.1549511018201,-14.1867199400586,44.277019780221,25.0801946629364,"Jun"
"X2355.74222319008.3",1977-06-28,2355.74222319008,1713.73722319008,323.868781988793,196.169798897753,11.9805695435106,31.2882639510437,-30.3158881101635,-6.00326197654158,1.52554123836859,-18.4478997600083,34.3243037986578,-9.63382262674825,31.4962160111347,-7.71189366330159,-7.54961304433211,0,4.76600995270684,0,0,-22.4512561570854,-14.4241060607173,40.1106357253413,20.37329497802,"Jun"
"X2865.71650433849.9",1977-06-29,2865.71650433849,2223.71150433849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X3169.23594055068.3",1985-06-28,3169.23594055068,2527.23094055068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2925.80410846171.9",1985-06-29,2925.80410846171,2283.79910846171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2904.23419928927.2",1985-06-30,2904.23419928927,2262.22919928927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2887.28641351093.4",1986-06-19,2887.28641351093,2245.28141351093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2602.25547087511.7",1986-06-20,2602.25547087511,1960.25047087511,455.389303614857,249.540393354111,16.6263920434224,37.7304846994283,-30.0285624735176,-4.57258749668251,1.57496544171384,-16.7526248998111,39.1690115622187,-8.06923085462181,34.4358025159196,-6.66119290335094,-6.58820928892746,0,6.99427610671435,3.74169280916697,0,-15.4931593215614,-14.018288046269,47.7162830440406,29.9739363519421,"Jun"
"X2708.56430893928.7",1986-06-21,2708.56430893928,2066.55930893928,363.028777150668,236.644936508664,19.879804984379,40.4849278477949,-29.6836169659477,-4.06796605201463,1.7594070935208,-16.1457668135095,41.0853579865389,-7.26636518986092,36.9220247285821,-6.51129350328703,-6.43649559064154,0,8.48737819572816,7.94059497151613,0,-12.7760198646397,-13.7653308948504,51.926213973071,34.5501076603248,"Jun"
"X2768.6519130625.4",1986-06-22,2768.6519130625,2126.6469130625,322.45590532409,233.983284600468,21.7314429514901,42.0295804978375,-29.3470534688261,-3.87803726480674,1.88197686657684,-15.8282447648475,42.2595080572671,-6.87981436132892,38.6949380145105,-6.49007304326199,-6.41331229827836,0,9.28710094902502,10.4677593209831,0,-11.6322020985896,-13.6000545771108,54.6249948088749,36.9654126656048,"Jun"
"X2560.65636032826.2",1986-06-23,2560.65636032826,1918.65136032826,505.643565883213,259.448962248948,15.2963727554845,36.5594244553266,-29.9696518015081,-4.88039193771123,1.5234703541953,-17.0133954038924,38.4584602670201,-8.45950885170818,33.7676712818398,-6.79427164256993,-6.72086644005097,0,6.34545515571334,2.18623576323706,0,-17.0073215838776,-14.0873396576858,46.2270032138841,27.8707900837737,"Jun"
"X2360.36434658417.1",1986-06-24,2360.36434658417,1718.35934658417,326.904338231222,197.670234766546,12.0572912412849,31.4100262027847,-30.3518688350925,-5.9812691615941,1.52598140935221,-18.3888609475546,34.4299151316438,-9.61326235217106,31.5642828377927,-7.66931537331623,-7.51749123482652,0,4.79993657512463,0,0,-22.3513575139577,-14.4208804754505,40.2310306230199,20.5887687323227,"Jun"
"X2201.67144338693.5",1986-06-25,2201.67144338693,1559.66644338693,260.121938007088,160.273565949057,9.50719394541055,27.5383546632073,-29.0090045874053,-6.74512891983101,1.51091711910136,-20.5075057787983,31.0824128823104,-10.3344044895098,29.3821433475895,-9.155008423927,-8.63813319334836,0,3.65107140877071,0,0,-25.931484699074,-14.5357191180432,36.4619510664601,13.6230765945118,"Jun"
"X2334.17231401764.7",1986-06-26,2334.17231401764,1692.16731401764,310.954652987416,189.594594293182,11.6245310065319,30.7276603682234,-30.1456665116732,-6.10609582592936,1.52348822501115,-18.7254525967245,33.8383409406971,-9.73011628937584,31.182364385703,-7.91113556159019,-7.69992033849618,0,4.60805863326955,0,0,-22.9207960847366,-14.4392504665287,39.5579058478372,19.3782668805881,"Jun"
"X2366.5271777763.2",1986-06-27,2366.5271777763,1724.5221777763,331.1170629631,199.725120328193,12.1598232964786,31.5732874745034,-30.3995757354181,-5.95196896471379,1.52656843560309,-18.3103801683674,34.571555078296,-9.58588914481267,31.6554915913211,-7.61260801216498,-7.47470970440995,0,4.84521607247364,0,0,-22.2185495407792,-14.4165903998039,40.392651188693,20.8773204505749,"Jun"
"X2250.97409292394.5",1986-06-28,2250.97409292394,1608.96909292394,274.890870301565,169.413869477533,10.281331167001,28.6765860278907,-29.4512893020096,-6.50586283889213,1.51558666766086,-19.8284579583294,32.0642732944316,-10.1069497806947,30.0275104669458,-8.68811753765468,-8.28600488503462,0,4.00451525006645,0,0,-24.7850904857985,-14.4991156969193,37.5574901863457,15.6956907713827,"Jun"
"X2203.21215118497.7",1986-06-29,2203.21215118497,1561.20715118496,260.531886550295,160.534866458102,9.53114646406109,27.5731092059076,-29.0231986024577,-6.7376249271014,1.51106289807226,-20.4859882488469,31.1123649259811,-10.327248970584,29.4018966065383,-9.14034433921645,-8.62707415620637,0,3.66206964046392,0,0,-25.8951735140424,-14.5345621588092,36.4952500282829,13.6866719751213,"Jun"
"X2180.10153421449.4",1986-06-30,2180.10153421449,1538.09653421449,254.677101643584,156.760188259962,9.17345586752836,27.0571275658683,-28.807661878972,-6.8503682080131,1.50887719041233,-20.8108072187739,30.6678637345759,-10.4349071393397,29.1083206026146,-9.36080892536491,-8.79333525309499,0,3.49741179906349,0,0,-26.443202838616,-14.5520068220198,36.0018563345999,12.7404809204623,"Jun"
"X3167.69523275265.4",1988-06-28,3167.69523275265,2525.69023275265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2842.60588736801.6",1988-06-29,2842.60588736801,2200.60088736801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2699.32006215109.2",1988-06-30,2699.32006215109,2057.31506215109,369.121950452283,237.017593886073,19.6038170992098,40.2575502331312,-29.7373059749959,-4.09727332275271,1.74060334361442,-16.1954365682722,40.9121991550867,-7.32613634867602,36.6608130276887,-6.51458165583606,-6.44008751524389,0,8.36612291839999,7.56202726531264,0,-12.9529257168597,-13.7911389361375,51.5342294239582,34.1951134420651,"Jun"
"X3115.31116761958.6",1991-06-10,3115.31116761958,2473.30616761958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2868.79791993455",1991-06-11,2868.79791993455,2226.79291993455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jun"
"X2636.1510424318.8",1991-06-12,2636.1510424318,1994.1460424318,413.401025040419,240.735968779825,17.7458785782507,38.7278483827601,-30.0745686585965,-4.32260351600186,1.61705282169906,-16.5440903481987,39.7731343629483,-7.75299201350116,35.0043637499146,-6.55361267348923,-6.48095740747738,0,7.53116047847007,5.04455379245208,0,-14.2665617383424,-13.9629542698959,49.0000629015584,31.767670561831,"Jun"
"X2773.2740364566.5",1991-06-13,2773.2740364566,2131.2690364566,319.263659976406,233.759532313645,21.8781629183136,42.1534197229665,-29.3220215631355,-3.86346804162805,1.89143018327404,-15.804196021345,42.3534790816127,-6.85021976418714,38.8369579609571,-6.48845156784186,-6.41154066966147,0,9.34946128528243,10.6670668596854,0,-11.5446494778999,-13.5875159789367,54.8441127910901,37.1593350923212,"Jun"
"X2536.00503555976",1991-06-14,2536.00503555976,1894.00003555976,534.781539752102,264.904308422503,14.5300829495831,35.8914528077129,-29.9333941599281,-5.06331995550788,1.49303637530322,-17.1705075021292,38.0525724010355,-8.69191980664498,33.3863026261682,-6.87368410545466,-6.80001920670023,0,5.96610601906767,1.28629978151478,0,-17.9092107850495,-14.1288663140618,45.3861278304238,26.6725949091191,"Jun"
